ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
US8256901005,B7ZR219,Shutterstock Inc.,USD,1957,0.017582,United States,43.74,Communication Services,Interactive Media & Services
US90187B8046,BP9S504,Two Harbors Investment Corp.,USD,6891,0.017565,United States,12.41,Financials,Mortgage Real Estate Investment Trusts (Reits)
US2641471097,2283229,Ducommun Incorporated,USD,1763,0.017552,United States,48.47,Industrials,Aerospace & Defense
US4195961010,2414245,Haverty Furniture Companies Inc.,USD,2700,0.017547,United States,31.64,Consumer Discretionary,Specialty Retail
US8110544025,2862532,E. W. Scripps Company Class A,USD,22956,0.01754,United States,3.72,Communication Services,Media
US90337L1089,2911166,U.S. Physical Therapy Inc.,USD,811,0.017497,United States,105.04,Health Care,Health Care Providers & Services
US9182841000,2926773,VSE Corporation,USD,1110,0.01748,United States,76.67,Industrials,Commercial Services & Supplies
US46565G1040,BMWXFT4,iTeos Therapeutics Inc.,USD,6830,0.017452,United States,12.44,Health Care,Biotechnology
US8004221078,2772998,John B. Sanfilippo & Son Inc.,USD,821,0.017447,United States,103.46,Consumer Staples,Food Products
US63001N1063,BRRD6G8,NCR Atleos Corporation,USD,4408,0.017293,United States,19.1,Financials,Financial Services
US91388P1057,B066PX9,Universal Logistics Holdings Inc.,USD,2396,0.017259,United States,35.07,Industrials,Ground Transportation
US8256981031,BMYGGG5,Shyft Group Inc.,USD,7089,0.017254,United States,11.85,Industrials,Machinery
US06211J1007,BNZLBS3,Bank First Corp,USD,1013,0.017182,United States,82.58,Financials,Banks
US0684631080,2082675,Barrett Business Services Inc.,USD,691,0.017176,United States,121.02,Industrials,Professional Services
US3665051054,BGLRLT7,Garrett Motion Inc,USD,8620,0.017121,United States,9.67,Consumer Discretionary,Automobile Components
US57637H1032,BDTYR13,Mastercraft Boat Holdings Inc.,USD,3714,0.017088,United States,22.4,Consumer Discretionary,Leisure Products
US5915202007,2583297,Methode Electronics Inc.,USD,7030,0.017082,United States,11.83,Information Technology,Electronic Equipment Instruments & Components
US74275K1088,BLH11J8,Procore Technologies Inc,USD,1063,0.016958,United States,77.67,Information Technology,Software
US35243J1016,BN14T59,Franklin BSP Realty Trust Inc.,USD,6347,0.016843,United States,12.92,Financials,Mortgage Real Estate Investment Trusts (Reits)
US8660821005,B3M7R64,Summit Hotel Properties Inc.,USD,13063,0.016796,United States,6.26,Real Estate,Hotel & Resort Reits
US90328M1071,2267698,USANA Health Sciences Inc.,USD,1778,0.016733,United States,45.82,Consumer Staples,Personal Care Products
BMG5005R1079,BT8RWQ5,James River Group Holdings Ltd,USD,9253,0.016725,United States,8.8,Financials,Insurance
US3498531017,2510790,Forward Air Corporation,USD,2899,0.016678,United States,28.01,Industrials,Air Freight & Logistics
US1265011056,2239244,CTS Corporation,USD,1827,0.016669,United States,44.42,Information Technology,Electronic Equipment Instruments & Components
US15687V1098,BM9GT61,Certara Inc.,USD,4535,0.016534,United States,17.75,Health Care,Health Care Technology
US70614W1009,BJ7WJS2,Peloton Interactive Inc. Class A,USD,21123,0.01653,United States,3.81,Consumer Discretionary,Leisure Products
US0668491006,2618111,Bar Harbor Bankshares Inc.,USD,3185,0.016499,United States,25.22,Financials,Banks
US5165441032,BP8S8J5,Lantheus Holdings Inc,USD,1342,0.016478,United States,59.78,Health Care,Health Care Equipment & Supplies
US50101L1061,BL97B49,Krispy Kreme Inc.,USD,5582,0.016384,United States,14.29,Consumer Discretionary,Hotels Restaurants & Leisure
US03071H1005,B0PPHS6,AMERISAFE Inc.,USD,1659,0.016343,United States,47.96,Financials,Insurance
US19239V3024,B06RWD1,Cogent Communications Holdings Inc,USD,1247,0.016316,United States,63.7,Communication Services,Diversified Telecommunication Services
US62855J1043,2614153,Myriad Genetics Inc.,USD,3891,0.01616,United States,20.22,Health Care,Biotechnology
US88554D2053,2889768,3D Systems Corporation,USD,19316,0.016148,United States,4.07,Industrials,Machinery
US5355551061,2516613,Lindsay Corporation,USD,685,0.016108,United States,114.49,Industrials,Machinery
US68243Q1067,2444123,1-800-FLOWERS.COM Inc. Class A,USD,8258,0.016063,United States,9.47,Consumer Discretionary,Specialty Retail
US72703H1014,BYSFJV8,Planet Fitness Inc. Class A,USD,1247,0.016049,United States,62.66,Consumer Discretionary,Hotels Restaurants & Leisure
US2537981027,2269661,Digi International Inc.,USD,2544,0.016,United States,30.62,Information Technology,Communications Equipment
US7672921050,BD9F675,Riot Platforms Inc.,USD,7643,0.015997,United States,10.19,Information Technology,Software
US02361E1082,B3SWPT2,Ameresco Inc. Class A,USD,3406,0.015944,United States,22.79,Industrials,Construction & Engineering
US74340E1038,BKWD3M9,Progyny Inc.,USD,2185,0.015932,United States,35.5,Health Care,Health Care Providers & Services
US15202L1070,BN47P80,Centerspace,USD,1390,0.01592,United States,55.76,Real Estate,Residential Reits
US7509171069,2721967,Rambus Inc.,USD,1310,0.015856,United States,58.93,Information Technology,Semiconductors & Semiconductor Equipment
US78469C1036,BH2QZH6,SP Plus Corporation,USD,1482,0.015844,United States,52.05,Industrials,Commercial Services & Supplies
US68752M1080,BGGJFT6,Orthofix Medical Inc.,USD,5427,0.015817,United States,14.19,Health Care,Health Care Equipment & Supplies
US7580754023,2730877,Redwood Trust Inc.,USD,12577,0.01581,United States,6.12,Financials,Mortgage Real Estate Investment Trusts (Reits)
US55303J1060,B6ZJTH3,MGP Ingredients Inc.,USD,930,0.015807,United States,82.75,Consumer Staples,Beverages
US26622P1075,BMD22Y4,Doximity Inc. Class A,USD,2999,0.015769,United States,25.6,Health Care,Health Care Technology
US38268T1034,BMNQC35,GoPro Inc. Class A,USD,36320,0.015741,United States,2.11,Consumer Discretionary,Household Durables
US2544231069,2456957,Dine Brands Global Inc.,USD,1727,0.01564,United States,44.09,Consumer Discretionary,Hotels Restaurants & Leisure
US76156B1070,BJ1FD74,Revolve Group Inc Class A,USD,3863,0.015567,United States,19.62,Consumer Discretionary,Specialty Retail
US58470H1014,2934033,Medifast Inc.,USD,2236,0.01556,United States,33.88,Consumer Staples,Personal Care Products
US83946P1075,BGV1W52,South Plains Financial Inc,USD,2923,0.015472,United States,25.77,Financials,Banks
US53815P1084,BGLN838,LiveRamp Holdings Inc.,USD,2167,0.015436,United States,34.68,Information Technology,Software
US60510V1089,BLNPMM4,Mission Produce Inc.,USD,6392,0.015387,United States,11.72,Consumer Staples,Food Products
US91680M1071,BL53QN5,Upstart Holdings Inc.,USD,2967,0.015296,United States,25.1,Financials,Consumer Finance
US14888U1016,B1G7Q03,Catalyst Pharmaceuticals Inc.,USD,4900,0.015217,United States,15.12,Health Care,Biotechnology
US04208T1088,B96FTB5,Armada Hoffler Properties Inc.,USD,7131,0.015203,United States,10.38,Real Estate,Diversified Reits
US6245801062,2643168,Movado Group Inc.,USD,2649,0.015137,United States,27.82,Consumer Discretionary,Textiles Apparel & Luxury Goods
US4223471040,2414018,Heartland Express Inc.,USD,6723,0.015121,United States,10.95,Industrials,Ground Transportation
US92214X1063,BDQYWV1,Varex Imaging Corporation,USD,4094,0.015052,United States,17.9,Health Care,Health Care Equipment & Supplies
US6090271072,2599197,Monarch Casino & Resort Inc.,USD,1013,0.015039,United States,72.28,Consumer Discretionary,Hotels Restaurants & Leisure
US59165J1051,BD9MTK0,MetroCity Bankshares Inc.,USD,3055,0.015022,United States,23.94,Financials,Banks
US22284P1057,2200853,Covenant Logistics Group Inc. Class A,USD,1580,0.014987,United States,46.18,Industrials,Ground Transportation
US4893981070,B298495,Kennedy-Wilson Holdings Inc.,USD,8606,0.014972,United States,8.47,Real Estate,Real Estate Management & Development
US0080731088,B1P5YY8,AeroVironment Inc.,USD,497,0.014947,United States,146.42,Industrials,Aerospace & Defense
US8676524064,B59DK93,SunPower Corporation,USD,25379,0.014856,United States,2.85,Industrials,Electrical Equipment
US16679L1098,BJLFHW7,Chewy Inc. Class A,USD,4414,0.014851,United States,16.38,Consumer Discretionary,Specialty Retail
US04546L1061,BKF9D68,AssetMark Financial Holdings Inc.,USD,2095,0.014846,United States,34.5,Financials,Capital Markets
US74736L1098,BKM4KV0,Q2 Holdings Inc.,USD,1410,0.014819,United States,51.17,Information Technology,Software
US0517741072,BMF0P92,Aurora Innovation Inc. Class A,USD,23917,0.014737,United States,3,Information Technology,Software
US87266M1071,BF2F1Q0,TPG RE Finance Trust Inc.,USD,9415,0.014658,United States,7.58,Financials,Mortgage Real Estate Investment Trusts (Reits)
US1396741050,2186759,Capital City Bank Group Inc.,USD,2598,0.014621,United States,27.4,Financials,Banks
US18914F1030,BNQS7K7,Clover Health Investments Corp. Class A,USD,93977,0.014573,United States,0.755,Health Care,Health Care Providers & Services
US82489W1071,BMDJ085,Shoals Technologies Group Inc. Class A,USD,6651,0.014563,United States,10.66,Industrials,Electrical Equipment
US4333231029,2428439,Hingham Institution for Savings,USD,413,0.01454,United States,171.4,Financials,Banks
US68375N1037,2115902,OPKO Health Inc.,USD,52008,0.014528,United States,1.36,Health Care,Health Care Providers & Services
US30212W1009,BDH2902,eXp World Holdings Inc.,USD,6580,0.014407,United States,10.66,Real Estate,Real Estate Management & Development
US76122Q1058,2697853,Resources Connection Inc.,USD,6149,0.014335,United States,11.35,Industrials,Professional Services
US75321W1036,BKBQD30,Ranpak Holdings Corp Class A,USD,8968,0.014294,United States,7.76,Materials,Containers & Packaging
US7625441040,BD2BLX1,Ribbon Communications Inc.,USD,22883,0.014288,United States,3.04,Information Technology,Communications Equipment
US28852N1090,BJ7MB31,Ellington Financial Inc.,USD,6166,0.014286,United States,11.28,Financials,Mortgage Real Estate Investment Trusts (Reits)
US00922R1059,2938002,Air Transport Services Group Inc.,USD,5436,0.014214,United States,12.73,Industrials,Air Freight & Logistics
US00848J1043,BHHMRR3,Agiliti Inc.,USD,6879,0.014129,United States,10,Health Care,Health Care Providers & Services
US57142B1044,BN0TQD2,Marqeta Inc. Class A,USD,11606,0.014017,United States,5.88,Financials,Financial Services
US8433801060,2570501,Southern Missouri Bancorp Inc.,USD,1612,0.014006,United States,42.3,Financials,Banks
US0226711010,BLR7B41,Amalgamated Financial Corp,USD,2989,0.013918,United States,22.67,Financials,Banks
US5657881067,BLR7B52,Marathon Digital Holdings Inc,USD,3621,0.013737,United States,18.47,Information Technology,Software
US0021211018,BKQVBN6,A10 Networks Inc.,USD,4972,0.013736,United States,13.45,Information Technology,Software
NL0013056914,BFXCLC6,Elastic NV,USD,685,0.013736,United States,97.63,Information Technology,Software
US01749D1054,BN4LSB6,Allegro MicroSystems Inc.,USD,2529,0.013584,United States,26.15,Information Technology,Semiconductors & Semiconductor Equipment
US46005L1017,BG216W6,International Money Express Inc.,USD,2959,0.013578,United States,22.34,Financials,Financial Services
US04010E1091,2804501,Argan Inc.,USD,1294,0.013361,United States,50.27,Industrials,Construction & Engineering
US4208772016,B02WVH7,Haynes International Inc.,USD,1076,0.013349,United States,60.4,Materials,Metals & Mining
US74467Q1031,BNHP503,PubMatic Inc. Class A,USD,2763,0.013291,United States,23.42,Communication Services,Media
US37892E1029,BNBY595,Global Industrial Company,USD,1439,0.013289,United States,44.96,Industrials,Trading Companies & Distributors
US1439051079,2177786,Carriage Services Inc.,USD,2574,0.013212,United States,24.99,Consumer Discretionary,Diversified Consumer Services
US5011471027,BD6JX35,Krystal Biotech Inc.,USD,360,0.013197,United States,178.48,Health Care,Biotechnology
US90041L1052,BYQ7X92,Turning Point Brands Inc,USD,2323,0.013126,United States,27.51,Consumer Staples,Tobacco
US9741551033,BYYXHN4,Wingstop Inc.,USD,182,0.013117,United States,350.9,Consumer Discretionary,Hotels Restaurants & Leisure
US18453H1068,BJHVCH9,Clear Channel Outdoor Holdings Inc,USD,37942,0.013093,United States,1.68,Communication Services,Media
NL0012170237,BD089F2,Playa Hotels & Resorts N.V.,USD,6745,0.013078,United States,9.44,Consumer Discretionary,Hotels Restaurants & Leisure
US97717P1049,2476513,WisdomTree Inc.,USD,6649,0.013001,United States,9.52,Financials,Capital Markets
US7496601060,2719456,RPC Inc.,USD,8085,0.012986,United States,7.82,Energy,Energy Equipment & Services
US83190L2088,BYVYKX1,SmartFinancial Inc.,USD,3108,0.012985,United States,20.34,Financials,Banks
US7901481009,2768663,St. Joe Company,USD,1116,0.012917,United States,56.35,Real Estate,Real Estate Management & Development
US4577301090,BDT5KT5,Inspire Medical Systems Inc.,USD,290,0.01287,United States,216.06,Health Care,Health Care Equipment & Supplies
US49435R1023,BYQFVW5,Kimbell Royalty Partners LP,USD,3907,0.012856,United States,16.02,Energy,Oil Gas & Consumable Fuels
US12510Q1004,BP4CXL8,CCC Intelligent Solutions Holdings Inc,USD,5298,0.012819,United States,11.78,Information Technology,Software
US64049M2098,2598246,NeoGenomics Inc.,USD,4212,0.012795,United States,14.79,Health Care,Health Care Providers & Services
US04035M1027,BNV08M7,Arhaus Inc. Class A,USD,4029,0.012794,United States,15.46,Consumer Discretionary,Specialty Retail
US9279591062,BR1YSF0,Viper Energy Inc.,USD,1622,0.012773,United States,38.34,Energy,Oil Gas & Consumable Fuels
US24823R1059,BD2B4V0,Denali Therapeutics Inc.,USD,3273,0.012766,United States,18.99,Health Care,Biotechnology
US50127T1097,BYZD465,Kura Oncology Inc.,USD,3044,0.01273,United States,20.36,Health Care,Biotechnology
US29978A1043,BYY5ZB4,Everbridge Inc.,USD,1778,0.01272,United States,34.83,Information Technology,Software
US3773221029,BYMWL19,Glaukos Corp,USD,656,0.012682,United States,94.12,Health Care,Health Care Equipment & Supplies
US1282461052,2859200,Calavo Growers Inc.,USD,2404,0.012596,United States,25.51,Consumer Staples,Food Products
US71367G1022,BLFB3Y9,Perella Weinberg Partners Class A,USD,4137,0.012576,United States,14.8,Financials,Capital Markets
US00215F1075,BDC84D3,ATN International Inc.,USD,2113,0.01256,United States,28.94,Communication Services,Diversified Telecommunication Services
US00973Y1082,BK7Y2V9,Akero Therapeutics Inc.,USD,2657,0.012536,United States,22.97,Health Care,Biotechnology
US7391281067,2697422,Powell Industries Inc.,USD,464,0.012521,United States,131.38,Industrials,Electrical Equipment
US30226D1063,2407052,Extreme Networks Inc.,USD,5432,0.012485,United States,11.19,Information Technology,Communications Equipment
US22041X1028,BMGWSJ8,Corsair Gaming Inc.,USD,5146,0.012441,United States,11.77,Information Technology,Technology Hardware Storage & Peripherals
US62548M1009,BKVDKY1,MultiPlan Corp Class A,USD,73353,0.01244,United States,0.826,Health Care,Health Care Technology
US6780261052,2724472,Oil States International Inc.,USD,9679,0.012366,United States,6.22,Energy,Energy Equipment & Services
US75737F1084,BF1BDQ3,Redfin Corporation,USD,9769,0.01232,United States,6.14,Real Estate,Real Estate Management & Development
US71742Q1067,BL95N25,Phibro Animal Health Corporation Class A,USD,4628,0.012262,United States,12.9,Health Care,Pharmaceuticals
US20451N1019,2202763,Compass Minerals International Inc.,USD,4176,0.012257,United States,14.29,Materials,Metals & Mining
US2620371045,2116767,Dril-Quip Inc.,USD,2548,0.012257,United States,23.42,Energy,Energy Equipment & Services
US1976411033,BFMB9P3,Columbia Financial Inc.,USD,3566,0.012239,United States,16.71,Financials,Banks
US1716041017,B88WMY1,Chuy's Holdings Inc.,USD,1809,0.012113,United States,32.6,Consumer Discretionary,Hotels Restaurants & Leisure
US31846B1089,BNKGY06,First Advantage Corp.,USD,3802,0.012026,United States,15.4,Industrials,Professional Services
US92337F1075,BFTWZY0,Veracyte Inc,USD,2900,0.012014,United States,20.17,Health Care,Biotechnology
US16208T1025,B5LYMC1,Chatham Lodging Trust,USD,5938,0.012001,United States,9.84,Real Estate,Hotel & Resort Reits
US02128L1061,BLLCYB0,Alta Equipment Group Inc.,USD,4531,0.011987,United States,12.88,Industrials,Trading Companies & Distributors
US90184D1000,BGKG6G7,Twist Bioscience Corp.,USD,1824,0.011981,United States,31.98,Health Care,Biotechnology
US0193301092,2414717,Allient Inc.,USD,1760,0.011973,United States,33.12,Industrials,Electrical Equipment
